#{"t_start": 1763843689.5770948, "env_id": "None"}
r,l,t,win
-268.99,146,15519.90364,0
60.29,68,15520.503894,0
-38.7,37,15520.803359,0
55.07,86,15521.561319,0
-12.81,217,15523.623277,0
-34.07,46,15523.988785,0
-413.73,152,15525.350369,0
-31.16,72,15526.004352,0
64.81,90,15526.891171,0
56.57,92,15527.765836,0
-33.92,38,15528.179957,0
65.81,80,15528.868921,0
57.32,61,15529.401389,0
-42.6,48,15529.931996,0
-76.26,134,15531.240575,0
-93.33,144,15532.632496,0
-31.48,71,15533.318035,0
-445.79,176,15535.006421,0
-39.65,50,15535.548782,0
207.2,35,15535.880369,1
-38.83,75,15536.543114,0
-30.98,93,15537.529591,0
57.78,78,15538.310007,0
74.62,129,15539.518215,0
-37.17,54,15539.983143,0
-31.72,83,15540.855141,0
-602.62,251,15543.242718,0
-580.75,186,15545.05573,0
-30.1,104,15546.004529,0
65.68,87,15546.901067,0
-93.99,94,15547.648159,0
-21.71,133,15548.830601,0
64.21,89,15549.619596,0
-35.75,38,15549.933327,0
65.8,85,15550.933885,0
-82.93,72,15551.716947,0
-30.85,66,15552.419205,0
56.69,79,15553.087858,0
-28.96,80,15553.758061,0
78.22,161,15555.327635,0
58.15,67,15556.132279,0
112.43,23,15556.361026,1
-92.74,139,15557.920465,0
-149.26,198,15559.75132,0
54.95,41,15560.050594,0
-203.69,121,15561.282604,0
58.81,49,15561.713036,0
65.79,78,15562.373579,0
-291.84,168,15563.93481,0
60.37,78,15564.815295,0
-61.84,214,15566.728297,0
-36.91,38,15567.096466,0
52.52,37,15567.402389,0
-43.47,25,15567.605479,0
-38.86,68,15568.26332,0
-25.91,101,15569.20971,0
-32.75,65,15569.779969,0
-31.92,55,15570.228024,0
-88.83,126,15571.414665,0
115.22,50,15571.772342,1
56.77,43,15572.117497,0
-41.37,35,15572.412524,0
-167.7,224,15574.281818,0
-48.71,60,15574.855358,0
51.42,66,15575.486956,0
-38.46,67,15576.110515,0
59.63,98,15577.09639,0
-302.62,189,15578.856798,0
-27.39,94,15579.783222,0
-522.98,215,15581.753655,0
-37.09,64,15582.313368,0
-207.04,132,15583.365734,0
61.6,65,15583.936559,0
-37.63,62,15584.490664,0
62.76,66,15585.056443,0
-38.06,45,15585.612769,0
51.41,65,15586.126673,0
-33.13,70,15586.7264,0
57.83,58,15587.329351,0
-4.3,188,15589.104846,0
-34.3,38,15589.455846,0
55.97,55,15589.967239,0
63.08,107,15591.087466,0
58.77,64,15591.64637,0
-27.95,109,15592.661374,0
-37.03,53,15593.092527,0
203.23,10,15593.169212,1
-36.14,75,15593.909895,0
-30.34,147,15595.326823,0
-28.62,104,15596.256495,0
-402.56,156,15598.016825,0
-23.07,154,15599.811091,0
-27.96,134,15600.978297,0
60.2,70,15601.663968,0
6.79,102,15602.675719,0
-268.62,184,15604.409606,0
-529.75,188,15606.248039,0
-35.55,69,15606.963777,0
60.05,87,15607.738388,0
59.93,88,15608.583951,0
-2041.21,548,15614.146253,0
55.8,46,15614.590201,0
53.2,21,15614.773753,0
54.83,49,15615.189317,0
61.29,149,15616.553073,0
-34.51,72,15617.249291,0
62.48,82,15618.10719,0
-243.59,182,15620.214832,0
-148.22,81,15621.069191,0
-81.37,168,15622.780607,0
59.68,72,15623.42269,0
-40.84,36,15623.722606,0
44.29,93,15624.470868,0
61.21,67,15625.036135,0
-26.0,115,15626.333197,0
-34.88,53,15626.858956,0
60.01,97,15627.717988,0
58.18,70,15628.373943,0
-163.47,165,15629.875924,0
56.93,58,15630.504431,0
-111.16,104,15631.761823,0
61.53,74,15632.906325,0
-28.24,125,15633.911722,0
-37.5,68,15634.489342,0
-14.63,176,15636.636477,0
66.58,86,15637.502193,0
-34.29,68,15638.313793,0
49.25,81,15639.204515,0
-33.18,93,15640.113,0
62.18,109,15641.169584,0
-37.76,46,15641.649518,0
56.86,109,15642.674672,0
61.01,89,15643.561281,0
-30.06,152,15645.054283,0
-31.3,107,15646.029423,0
-232.21,99,15646.975302,0
-36.21,57,15647.523263,0
62.09,85,15648.347535,0
-36.5,70,15649.208884,0
-19.68,147,15650.889636,0
117.74,76,15651.786816,1
-95.11,135,15653.275981,0
54.97,33,15653.681472,0
23.09,76,15654.672112,0
56.03,49,15655.255555,0
-12.78,157,15657.046802,0
-158.65,139,15658.670109,0
30.24,103,15659.633703,0
55.33,42,15660.040116,0
-37.7,86,15660.93459,0
-34.28,50,15661.323224,0
-533.66,190,15663.231867,0
59.18,37,15663.625533,0
-230.11,108,15664.688742,0
52.77,67,15665.479333,0
67.76,118,15666.550464,0
54.88,42,15666.931046,0
56.14,51,15667.374951,0
-36.84,88,15668.37289,0
-194.94,118,15669.484295,0
-11.21,215,15671.895984,0
113.52,27,15672.140422,1
33.7,115,15673.182088,0
58.26,84,15673.931462,0
-31.68,107,15675.093492,0
68.21,139,15676.345119,0
-37.58,68,15677.014524,0
-40.3,45,15677.536798,0
29.95,129,15678.867913,0
-54.18,56,15679.387598,0
-48.52,117,15680.437558,0
-36.55,130,15681.851812,0
-231.5,137,15682.979525,0
-31.22,78,15683.782332,0
65.84,129,15684.906394,0
-311.23,146,15686.546539,0
60.49,81,15687.400438,0
-28.93,144,15688.928864,0
-35.2,69,15689.547235,0
58.79,109,15690.466033,0
-38.66,51,15690.980473,0
-36.15,43,15691.297199,0
64.75,100,15692.237064,0
-36.35,46,15692.606282,0
-110.51,131,15693.654775,0
-24.97,136,15694.966892,0
59.94,108,15695.982172,0
-67.88,74,15696.636782,0
68.53,114,15697.656276,0
-50.25,52,15698.086115,0
-28.4,88,15698.869369,0
-688.72,270,15701.055234,0
-209.57,117,15702.060973,0
-31.67,69,15702.616002,0
-103.96,161,15703.867088,0
52.79,39,15704.234339,0
-89.06,106,15705.050282,0
-382.03,133,15706.200871,0
22.06,104,15707.05669,0
-117.79,130,15708.207358,0
-275.7,165,15709.593549,0
56.64,40,15709.898127,0
-255.28,176,15711.361683,0
-89.13,179,15713.098917,0
-37.08,108,15713.960429,0
57.82,63,15714.484124,0
-9.41,148,15715.822606,0
-172.37,117,15717.08787,0
-42.69,26,15717.385861,0
-33.95,91,15718.154077,0
-70.62,135,15719.723668,0
-32.14,76,15720.492743,0
-38.27,45,15720.859263,0
-171.19,201,15723.330748,0
-38.26,78,15724.170591,0
-151.14,85,15725.206327,0
-32.6,101,15726.287885,0
-38.2,45,15726.672093,0
-126.15,118,15727.899159,0
67.75,101,15728.924214,0
-997.99,292,15731.917257,0
-34.17,45,15732.327941,0
-0.09,96,15733.26812,0
-24.23,125,15734.621173,0
-178.75,96,15735.780196,0
62.41,57,15736.243155,0
52.35,43,15736.759471,0
-37.9,63,15737.449593,0
-34.67,81,15738.230936,0
69.27,100,15739.606275,0
-1.29,85,15740.569964,0
62.94,146,15742.135988,0
-30.29,74,15743.095687,0
-201.18,95,15744.238044,0
-94.35,121,15745.546191,0
-79.45,85,15746.635321,0
-30.99,129,15748.053668,0
54.17,76,15748.922549,0
-94.33,116,15750.329461,0
-35.57,50,15750.793999,0
-35.31,94,15751.677442,0
-26.93,122,15753.071831,0
-31.7,60,15753.678866,0
-36.87,73,15754.564153,0
-31.44,74,15755.333637,0
65.25,118,15756.635275,0
-35.87,63,15757.421984,0
-179.95,187,15759.519278,0
-37.64,31,15759.900574,0
-33.62,55,15760.923383,0
-189.12,116,15761.94503,0
-162.53,135,15762.997465,0
-36.91,56,15763.564484,0
55.3,78,15764.513584,0
-732.06,340,15768.235428,0
57.24,95,15769.324073,0
52.63,65,15769.988401,0
-298.57,160,15771.717968,0
-35.13,53,15772.311028,0
-32.43,78,15773.116125,0
71.48,114,15774.404567,0
-58.06,146,15776.023198,0
-133.42,87,15776.899119,0
111.41,21,15777.074349,1
-329.56,143,15778.545424,0
-279.99,130,15780.047235,0
-38.12,71,15780.970161,0
53.03,34,15781.573854,0
-27.19,135,15783.236257,0
-33.34,80,15784.243344,0
-37.12,74,15785.181383,0
63.89,73,15786.980603,0
-498.42,240,15791.384201,0
-29.08,95,15792.682196,0
62.14,70,15793.744459,0
209.61,49,15794.394822,1
-35.66,39,15795.113712,0
-52.27,112,15796.413007,0
-387.84,173,15798.595817,0
-101.58,84,15799.647497,0
69.96,146,15801.734034,0
-76.91,83,15802.81928,0
51.55,61,15804.556526,0
-28.11,79,15805.527205,0
-37.0,40,15805.960868,0
-817.14,312,15811.276685,0
-223.0,143,15813.257922,0
61.18,70,15814.17104,0
58.22,61,15815.607581,0
62.97,81,15816.808105,0
57.7,56,15817.609781,0
-29.41,90,15818.72519,0
56.02,56,15819.377999,0
-35.97,61,15820.198469,0
-34.39,119,15821.591872,0
-224.09,211,15824.694762,0
-33.56,58,15825.553988,0
-525.87,212,15827.720968,0
63.47,112,15829.017484,0
-31.19,85,15829.921376,0
11.83,100,15831.267056,0
-35.5,70,15832.30926,0
73.42,181,15833.969826,0
61.43,80,15834.796606,0
-90.29,150,15837.330225,0
-30.55,56,15838.059518,0
32.5,97,15839.483311,0
-35.07,81,15840.715722,0
-35.85,39,15841.54267,0
-32.37,100,15843.176382,0
53.29,37,15843.649518,0
-28.88,88,15844.839218,0
56.51,48,15845.499856,0
-33.46,76,15846.528881,0
65.57,68,15847.413835,0
-31.96,94,15848.630478,0
-40.21,44,15849.213996,0
-26.62,113,15850.962339,0
-62.96,102,15852.322431,0
-35.4,70,15853.417011,0
-33.27,112,15855.109294,0
-94.84,120,15856.842166,0
-77.98,72,15857.79225,0
60.76,74,15858.805637,0
-252.61,138,15860.80812,0
-32.84,76,15861.848825,0
-32.16,105,15863.173072,0
-55.81,139,15865.101564,0
-145.31,147,15867.114875,0
-42.96,27,15867.438347,0
111.62,24,15867.703575,1
-307.03,127,15869.491745,0
-127.27,109,15870.955271,0
-226.11,118,15872.656598,0
-32.74,71,15873.67624,0
53.04,104,15875.066604,0
26.8,59,15875.864093,0
60.4,66,15876.860177,0
-33.82,66,15877.584235,0
-14.01,74,15878.597476,0
-185.91,117,15880.163096,0
24.82,115,15881.767832,0
-29.09,77,15882.747167,0
58.54,76,15883.779188,0
-84.71,120,15885.256052,0
-28.64,150,15887.205776,0
6.76,94,15888.510366,0
39.05,87,15889.770514,0
-313.9,184,15892.294727,0
-172.54,143,15894.368793,0
57.43,73,15895.42805,0
-204.92,155,15897.573054,0
57.26,74,15898.611241,0
-56.29,58,15899.462666,0
-26.63,107,15900.998203,0
48.22,13,15901.221682,0
8.67,76,15902.259311,0
-593.08,252,15905.787169,0
-41.96,59,15906.597418,0
33.93,72,15907.603017,0
-39.37,42,15908.152426,0
-275.96,164,15910.376687,0
-35.71,90,15911.440482,0
56.48,65,15912.211744,0
45.0,32,15912.581243,0
-25.51,113,15914.069631,0
-34.66,90,15915.319889,0
-30.89,75,15916.297217,0
56.0,42,15916.838578,0
-164.0,130,15918.59309,0
-44.32,48,15919.303721,0
-28.09,128,15921.120327,0
58.87,72,15922.054682,0
-286.38,177,15924.387285,0
-36.85,46,15924.996362,0
-409.21,160,15927.087624,0
-28.75,104,15928.433402,0
-596.54,260,15932.086747,0
65.65,89,15933.347981,0
-190.14,165,15935.714826,0
-260.7,149,15937.879852,0
-305.39,166,15940.223237,0
-36.37,61,15941.151651,0
38.72,80,15942.438672,0
-32.34,86,15943.545166,0
-319.86,124,15945.250179,0
-208.09,109,15947.213511,0
57.87,56,15947.885573,0
19.84,76,15948.889719,0
118.07,71,15949.816289,1
-38.14,60,15950.537135,0
-8.21,124,15952.123354,0
-30.85,78,15953.122034,0
-191.11,90,15954.431593,0
66.02,92,15955.663512,0
57.23,69,15956.60482,0
-33.38,73,15957.593315,0
-605.13,286,15961.354643,0
-162.09,137,15963.049906,0
-98.61,98,15964.399596,0
-71.43,130,15966.01416,0
-79.73,56,15966.66768,0
-313.1,98,15968.001986,0
-255.39,185,15970.398198,0
-41.76,116,16370.456659,0
58.23,68,16371.158649,0
-133.21,90,16371.763679,0
-30.58,87,16372.756523,0
-41.29,68,16373.361236,0
-28.74,78,16373.932625,0
58.09,70,16374.44448,0
-472.43,205,16376.877401,0
57.18,76,16377.815978,0
-66.68,110,16378.875204,0
-36.02,44,16379.348181,0
-32.4,80,16380.125434,0
-189.39,104,16381.237296,0
54.57,43,16381.745879,0
-35.65,65,16382.449304,0
-38.25,48,16382.910528,0
-514.14,169,16384.616535,0
-342.41,154,16386.455233,0
-22.46,118,16388.396877,0
-44.36,19,16388.673883,0
-39.89,43,16389.185889,0
-652.33,255,16392.30662,0
-115.46,137,16393.957093,0
62.58,59,16394.802805,0
-693.04,249,16397.740013,0
-511.64,313,16401.516756,0
-60.27,41,16401.975863,0
57.66,37,16402.357056,0
-42.74,96,16404.738631,0
-36.75,102,16406.016755,0
-178.06,134,16407.648614,0
45.98,68,16408.579379,0
-109.45,142,16410.566363,0
-180.02,149,16412.410646,0
53.01,129,16414.046739,0
52.94,46,16414.552506,0
65.56,129,16416.206482,0
62.72,92,16417.306014,0
-46.85,103,16418.482388,0
115.52,50,16419.143485,1
-128.85,132,16420.685017,0
-20.92,126,16422.15733,1
63.45,97,16423.180614,0
204.12,14,16423.306288,1
63.95,89,16424.293912,0
-248.72,171,16426.330528,0
-153.92,157,16428.201286,0
59.89,90,16429.331024,0
57.11,52,16429.939673,0
-51.89,119,16431.934141,0
-100.69,116,16433.888958,0
-36.42,51,16434.60327,0
-70.23,79,16435.757942,0
-84.73,83,16436.965237,0
48.87,47,16438.214562,0
-179.58,176,16441.722891,0
50.78,90,16443.284063,0
-131.5,161,16445.895773,0
55.79,61,16446.733681,0
57.15,83,16448.077261,0
-200.33,119,16449.567801,0
58.0,74,16450.473855,0
-119.48,71,16451.898787,0
-39.04,39,16452.430563,0
-103.02,98,16453.810334,0
-41.11,30,16454.170946,0
46.34,108,16455.520064,0
-125.71,68,16456.3018,0
58.66,49,16457.086909,0
59.01,58,16457.784682,0
61.14,68,16458.644559,0
-40.55,45,16459.261512,0
-42.64,23,16459.549877,0
-107.12,124,16461.217948,0
-44.26,68,16462.141281,0
-32.2,86,16463.228713,0
60.51,81,16464.417483,0
-45.41,145,16466.367976,0
-39.47,39,16466.901356,0
-37.16,54,16467.621653,0
56.78,113,16469.209259,0
-150.48,95,16471.017326,0
-258.3,116,16472.801217,0
54.92,51,16473.428705,0
-224.07,208,16476.959917,0
-64.25,125,16478.379948,0
52.63,40,16478.873903,0
60.85,81,16480.050332,0
61.04,77,16481.138082,0
-34.64,60,16481.8849,0
-157.55,137,16483.849144,0
39.58,161,16486.107723,0
33.65,50,16487.01998,1
-210.65,139,16488.738431,0
-780.83,233,16491.799436,0
56.53,47,16492.358613,0
57.92,68,16493.259054,0
50.59,24,16493.536353,0
-42.29,28,16493.867203,0
-249.97,189,16496.329319,0
-45.43,89,16497.509511,0
-101.08,147,16499.842949,0
-302.51,141,16501.82329,0
-37.65,100,16503.35444,0
-367.1,174,16505.679407,0
-37.84,45,16506.184493,0
-145.73,102,16507.469823,0
-38.45,61,16508.288636,0
-174.23,159,16510.299373,0
-62.83,128,16512.408062,0
-17.79,155,16514.494891,0
62.57,75,16515.472309,0
-201.53,111,16516.809419,0
-30.32,67,16517.634757,0
-47.01,170,16519.780075,0
53.99,54,16520.379594,0
61.81,72,16521.302836,0
-275.57,142,16523.020104,0
57.15,88,16524.202754,0
-33.08,64,16525.051357,0
-39.6,38,16525.508604,0
72.23,126,16527.020888,0
56.16,86,16528.089955,0
-131.53,136,16529.721333,0
-33.54,75,16530.619795,0
-784.72,252,16533.941263,0
55.33,40,16534.451387,0
-40.76,35,16534.873,0
54.09,62,16535.688329,0
-34.84,70,16536.660007,0
-36.87,48,16537.366462,0
-38.44,73,16538.276773,0
-33.33,76,16539.256057,0
118.46,71,16540.256369,1
-658.8,351,16544.723981,0
60.47,63,16545.457133,0
63.72,92,16546.650036,0
-67.84,121,16548.367944,0
63.21,89,16549.414696,0
49.71,20,16549.654547,0
-30.13,90,16550.963115,0
-178.82,106,16552.815696,0
-92.03,146,16554.535826,0
-660.4,297,16559.01463,0
-145.05,145,16561.024164,0
51.62,52,16561.747868,0
-90.83,71,16562.667213,0
-38.68,63,16563.414484,0
-267.02,104,16564.775579,0
-31.12,109,16566.258086,0
-35.59,47,16566.867712,0
54.67,50,16567.478855,0
-125.62,141,16569.36692,0
60.66,54,16570.077558,0
-35.89,46,16570.701425,0
57.46,51,16571.438931,0
59.34,71,16572.405501,0
57.95,63,16573.148505,0
114.22,37,16573.690674,1
-28.34,126,16575.321247,0
-31.99,63,16576.265103,0
-512.84,143,16578.671772,0
-78.62,167,16581.172372,0
-37.35,52,16581.975974,0
-463.52,217,16585.447291,0
-39.09,56,16586.288663,0
-559.71,208,16589.71857,0
-119.76,135,16592.854134,0
50.12,114,16595.331208,0
-27.26,93,16597.30432,0
-39.7,49,16598.47206,0
-88.42,141,16600.720098,0
-42.12,32,16601.576876,0
-286.07,215,16604.927943,0
53.2,31,16605.462254,0
-169.24,138,16607.536754,0
-33.85,69,16608.45667,0
-203.12,139,16610.403265,0
-193.32,107,16611.946956,0
-33.47,64,16612.937083,0
-32.43,103,16614.531894,0
-33.11,97,16616.064913,0
48.94,76,16617.146927,0
-34.49,96,16618.542612,0
29.62,85,16619.852092,0
62.38,90,16621.150253,0
-32.98,58,16622.466279,0
123.39,94,16624.35626,1
59.79,65,16625.260408,0
59.9,103,16627.131547,0
-39.9,51,16627.868919,0
-242.55,205,16631.223453,0
58.7,61,16632.106696,0
-71.95,88,16633.289273,0
-38.86,90,16634.528385,0
-26.65,96,16635.693783,0
-33.63,96,16636.873107,0
-35.32,57,16637.679558,0
5.11,125,16639.585498,0
52.48,30,16640.058265,0
-449.68,203,16642.964954,0
-292.99,139,16645.331115,0
57.46,34,16645.957381,0
56.87,47,16646.920868,0
-33.7,80,16648.530154,0
48.55,14,16648.785232,0
-40.98,41,16649.509244,0
-23.48,145,16651.698323,0
-26.67,120,16653.414546,0
47.74,103,16654.881578,0
-26.69,139,16656.817716,0
-30.52,89,16658.087513,0
-40.17,40,16658.722085,0
-52.42,67,16659.582236,0
-37.57,39,16660.132987,0
-64.94,77,16661.124818,0
63.61,107,16662.732794,0
57.77,64,16663.510045,0
61.57,72,16664.421111,0
-38.52,41,16665.026334,0
-63.46,117,16667.630791,0
59.93,89,16668.856986,0
-41.99,130,16670.327519,0
-70.99,65,16670.994447,0
54.57,42,16671.365065,0
-122.84,73,16672.651483,0
-27.1,112,16674.091858,0
-45.43,68,16675.239886,0
-125.99,105,16676.536991,0
-114.15,122,16678.096257,0
-18.47,89,16679.66261,0
-284.82,100,16681.000067,0
-221.67,145,16683.430875,0
56.04,56,16684.169657,0
-83.8,182,16687.524561,0
24.12,95,16688.429794,0
47.55,57,16688.840439,0
-36.57,96,16689.517531,0
-27.8,102,16690.242015,0
-397.23,144,16691.27986,0
58.02,65,16691.756101,0
58.45,45,16692.069162,0
64.76,151,16693.156666,0
62.79,61,16693.58007,0
-20.31,197,16694.928665,0
-31.38,96,16695.589105,0
-55.83,148,16696.685689,0
-36.03,64,16697.113155,0
43.98,124,16697.913151,0
-115.36,160,16698.953968,0
64.04,73,16699.414868,0
-38.42,46,16699.727228,0
-36.76,66,16700.132712,0
64.98,83,16700.679435,0
-56.67,55,16701.067281,0
-52.4,129,16701.905252,0
-32.63,92,16702.514387,0
-29.25,97,16703.153907,0
62.49,99,16703.81532,0
-30.12,99,16704.493378,0
70.62,150,16705.64299,0
24.81,44,16705.991494,0
-368.15,207,16707.585913,0
-239.29,138,16708.61418,0
-34.41,56,16709.070382,0
43.7,79,16709.843137,0
94.53,93,16710.652953,1
-373.95,140,16711.888025,0
-36.55,67,16712.389493,0
56.12,46,16712.742564,0
-30.32,76,16713.28902,0
-156.46,107,16714.050325,0
-40.32,49,16714.404165,0
-42.75,32,16714.63581,0
-283.56,126,16715.589681,0
-59.58,186,16716.930717,0
56.85,51,16717.301212,0
-291.9,156,16718.447727,0
-52.12,117,16719.307734,0
-337.69,206,16720.802407,0
-23.99,128,16721.753304,0
-83.92,100,16722.48252,0
26.28,79,16723.040351,0
-31.57,107,16723.786777,0
-40.67,79,16724.348173,0
57.41,65,16724.806106,0
-40.77,54,16725.176918,0
-16.81,176,16726.76942,0
-43.33,40,16727.149683,0
-19.55,157,16728.582222,0
-186.53,242,16730.717791,0
-28.56,96,16731.515551,0
-72.46,35,16731.797853,0
-37.86,50,16732.148151,0
57.63,56,16732.54917,0
18.63,115,16733.374818,0
-88.89,84,16733.991822,0
-337.8,198,16735.441996,0
13.16,160,16736.541883,0
51.99,30,16736.750242,0
-40.07,41,16737.131182,0
-37.47,37,16737.453338,0
-268.09,162,16738.695965,0
62.44,63,16739.153266,0
-33.52,54,16739.543747,0
-39.23,53,16740.029426,0
-311.27,183,16741.306483,0
-866.7,302,16743.460357,0
-25.29,111,16744.234066,0
56.73,87,16744.817554,0
-35.88,76,16745.373289,0
78.51,186,16746.931273,0
-249.23,239,16748.81581,0
-37.63,52,16749.229207,0
-95.54,63,16749.704201,0
-31.07,87,16750.343823,0
59.19,96,16751.038189,0
63.35,95,16751.768902,0
114.69,40,16752.070091,1
19.17,79,16752.66745,0
-205.15,115,16753.462006,0
-34.97,67,16753.912022,0
-35.58,53,16754.263694,0
-33.02,73,16754.778819,0
-34.58,72,16755.261765,0
-490.53,163,16756.426505,0
20.58,74,16756.962924,0
65.68,88,16757.600064,0
-30.72,100,16758.367806,0
-214.31,103,16759.172692,0
62.04,64,16759.622447,0
59.74,72,16760.161665,0
66.52,114,16761.037847,0
-54.14,102,16761.866469,0
-116.01,55,16762.304935,0
-367.03,206,16763.921324,0
49.56,64,16764.399718,0
-36.83,37,16764.679198,0
-29.96,92,16765.351609,0
-36.85,63,16765.928606,0
90.93,142,16767.214044,1
-33.93,52,16767.608114,0
-188.46,135,16769.011521,0
62.87,70,16769.797313,0
-21.95,130,16770.971988,0
-27.57,135,16772.398961,0
58.01,47,16772.823552,0
-212.54,256,16774.9957,0
-382.17,212,16776.640409,0
67.07,113,16777.497985,0
-36.23,59,16777.951242,0
-30.64,74,16778.511344,0
56.87,76,16779.168648,0
-28.63,97,16780.25044,0
64.86,106,16781.301481,0
-37.68,47,16781.858179,0
-42.73,26,16782.122819,0
57.82,73,16782.782802,0
50.83,40,16783.105668,0
60.04,67,16783.63738,0
-38.15,76,16784.215672,0
58.2,72,16784.835897,0
-38.34,41,16785.171598,0
52.7,48,16785.561138,0
59.18,56,16785.982161,0
-40.78,77,16786.611601,0
-190.65,138,16787.78348,0
-293.94,208,16789.55845,0
-35.71,60,16790.067284,0
-38.96,42,16790.434053,0
-24.76,113,16791.365636,0
-138.59,102,16792.185366,0
37.43,68,16792.734236,0
-38.69,46,16793.125167,0
-115.34,114,16794.080345,0
-36.98,37,16794.416916,0
59.86,91,16795.127894,0
-384.42,170,16796.508661,0
63.69,84,16797.119151,0
-35.84,58,16797.518395,0
-35.55,103,16798.240396,0
-53.01,138,16799.264471,0
13.83,196,16800.624541,0
-28.12,121,16801.458445,0
-36.74,61,16801.893105,0
41.36,63,16802.339818,0
-30.33,74,16802.854478,0
-98.36,102,16803.60158,0
-299.38,291,16805.703433,0
59.51,74,16806.213026,0
54.59,64,16806.656074,0
57.24,34,16806.915479,0
64.6,114,16807.737158,0
-142.92,99,16808.482444,0
-66.98,117,16809.328318,0
-176.76,188,16810.733776,0
-456.63,246,16812.777983,0
20.59,114,16813.573801,0
-39.79,42,16813.896628,0
-39.82,42,16814.192199,0
52.78,33,16814.421586,0
67.17,107,16815.197884,0
-54.9,64,16815.654344,0
55.75,51,16816.02466,0
53.45,36,16816.285891,0
-36.48,44,16816.59731,0
53.68,51,16816.981732,0
-42.04,26,16817.159041,0
53.17,71,16817.658494,0
-572.17,212,16819.220988,0
-121.45,77,16819.786286,0
50.18,62,16820.31825,0
-32.6,78,16820.899567,0
-34.0,54,16821.314653,0
63.34,69,16821.824296,0
-231.65,111,16822.656869,0
-42.98,85,16823.309981,0
67.68,103,16824.122682,0
-45.08,131,16825.051719,0
69.99,211,16826.576256,0
59.27,89,16827.227577,0
-807.09,267,16829.380066,0
-108.76,105,16830.163483,0
37.57,102,16830.941836,0
-182.52,77,16831.53652,0
55.91,60,16831.984369,0
-37.98,79,16832.580585,0
-37.01,76,16833.16291,0
0.63,65,16833.657978,0
-42.11,34,16833.937458,0
205.78,26,16834.137457,1
-122.31,81,16834.753936,0
-178.62,113,16835.639324,0
57.98,56,16836.067347,0
-197.52,108,16836.889672,0
51.66,33,16837.136827,0
-37.33,46,16837.465657,0
70.58,111,16838.335673,0
-35.8,69,16838.860188,0
206.67,34,16839.149773,1
9.07,153,16840.292371,0
-34.87,56,16840.715634,0
58.99,52,16841.104502,0
0.48,59,16841.547333,0
-57.04,55,16841.966139,0
57.25,60,16842.414794,0
38.78,78,16842.997648,0
-36.73,86,16843.67047,0
59.79,61,16844.139952,0
42.08,87,16844.800945,0
64.85,116,16845.664888,0
-37.91,38,16845.958703,0
-20.18,174,16847.289343,0
62.81,84,16847.932938,0
53.27,69,16848.439334,0
-183.15,120,16849.360563,0
15.31,85,16850.000006,0
61.38,76,16850.583781,0
24.73,117,16851.483361,0
65.46,101,16852.291343,0
56.01,58,16852.717467,0
-188.94,84,16853.361268,0
72.6,130,16854.362874,0
-70.18,99,16855.099572,0
-65.69,86,16855.805439,0
-26.16,89,16856.508569,0
-609.81,272,16858.591417,0
120.83,80,16859.272272,1
-43.96,22,16859.462211,0
-248.71,115,16860.320505,0
67.81,103,16861.122694,0
58.55,68,16861.628613,0
-156.83,138,16862.709201,0
53.9,121,16863.637781,0
-30.16,106,16864.421727,0
-30.51,91,16865.138056,0
61.5,73,16865.742793,0
-70.88,154,16866.930588,0
-318.65,142,16867.998737,0
21.61,96,16868.750386,0
-222.73,107,16869.591594,0
-34.06,95,16870.338347,0
54.09,50,16870.719277,0
-34.28,85,16871.412943,0
-62.22,63,16871.892328,0
63.77,79,16872.520713,0
-32.58,56,16872.947915,0
-133.87,177,16874.342672,0
-40.21,55,16874.772224,0
63.43,77,16875.336294,0
-46.86,109,16876.171846,0
-381.36,187,16877.620807,0
-36.63,49,16878.033101,0
-237.48,150,16879.246011,0
-83.25,93,16879.952037,0
-550.2,284,16882.193571,0
11.96,133,16883.242418,0
-32.92,72,16883.817803,0
-39.37,50,16884.186611,0
60.11,87,16884.888395,0
60.52,54,16885.31285,0
-17.64,179,16886.81962,0
211.12,56,16887.252399,1
-36.91,56,16887.696109,0
66.66,95,16888.498218,0
63.27,89,16889.232582,0
60.33,51,16889.654814,0
-34.37,68,16890.178835,0
54.99,42,16890.48535,0
-35.34,54,16890.934188,0
-542.94,222,16892.666292,0
-30.57,79,16893.359176,0
59.25,79,16894.085885,0
-52.48,110,16895.035863,0
61.49,89,16895.89349,0
-675.68,199,16897.568836,0
-31.24,109,16898.525895,0
53.61,59,16898.996624,0
-30.76,136,16900.088605,0
-183.34,126,16901.183168,0
-190.09,130,16902.29723,0
-30.25,90,16903.060403,0
-34.85,100,16903.887332,0
-91.36,65,16904.433397,0
49.85,22,16904.638182,0
-249.85,127,16905.733579,0
-32.4,52,16906.167595,0
-27.83,102,16907.056682,0
-635.7,182,16908.631643,0
62.18,65,16909.258768,0
-37.87,43,16909.652171,0
-1066.25,280,16912.2699,0
-38.27,52,16912.774243,0
62.38,92,16913.643588,0
57.26,54,16914.138636,0
116.97,52,16914.574032,1
61.32,71,16915.220391,0
-38.27,53,16915.7369,0
63.26,70,16916.403118,0
60.03,94,16917.341237,0
23.62,61,16917.973898,0
60.11,81,16918.803478,0
52.32,40,16919.212763,0
-360.19,209,16921.256574,0
-255.86,156,16922.715127,0
-46.09,42,16923.079753,0
58.02,64,16923.65221,0
-150.65,119,16924.672577,0
56.79,80,16925.404022,0
